,fecha,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,total
89,2023-04-02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,8.0,5.0,17.0,16.0,9.0,2.0,76.0
90,2023-04-03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,2.0,12.0,9.0,15.0,9.0,9.0,9.0,8.0,5.0,8.0,6.0,5.0,1.0,0.0,111.0
91,2023-04-04,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,9.0,6.0,14.0,9.0,12.0,11.0,8.0,12.0,13.0,15.0,17.0,10.0,12.0,4.0,164.0
92,2023-04-05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,14.0,9.0,15.0,12.0,7.0,10.0,16.0,21.0,15.0,21.0,12.0,13.0,4.0,179.0
93,2023-04-06,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,12.0,10.0,12.0,14.0,6.0,7.0,6.0,11.0,11.0,9.0,12.0,9.0,2.0,0.0,132.0
94,2023-04-07,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,10.0,7.0,10.0,9.0,5.0,12.0,9.0,11.0,7.0,8.0,22.0,5.0,1.0,122.0
95,2023-04-08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,8.0,6.0,12.0,7.0,8.0,5.0,5.0,13.0,10.0,14.0,8.0,6.0,0.0,117.0
96,2023-04-09,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,15.0,11.0,18.0,11.0,0.0,76.0
97,2023-04-10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,10.0,10.0,12.0,26.0,7.0,13.0,11.0,22.0,16.0,9.0,21.0,10.0,9.0,0.0,186.0
98,2023-04-11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,8.0,10.0,12.0,6.0,9.0,25.0,16.0,11.0,15.0,13.0,13.0,18.0,12.0,0.0,177.0
99,2023-04-12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,6.0,9.0,10.0,18.0,10.0,2.0,4.0,10.0,10.0,8.0,5.0,6.0,6.0,0.0,119.0
100,2023-04-13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,4.0,10.0,16.0,15.0,12.0,13.0,12.0,5.0,21.0,9.0,15.0,3.0,8.0,0.0,153.0
101,2023-04-14,7,3.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,5.0,13.0,10.0,12.0,9.0,6.0,8.0,26.0,20.0,17.0,18.0,18.0,18.0,13.0,214.0
102,2023-04-15,8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,6.0,10.0,10.0,14.0,13.0,11.0,17.0,10.0,14.0,12.0,15.0,13.0,11.0,10.0,193.0
103,2023-04-16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,10.0,6.0,12.0,2.0,0.0,45.0
104,2023-04-17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,11.0,3.0,12.0,12.0,10.0,7.0,9.0,12.0,6.0,10.0,8.0,7.0,2.0,0.0,120.0
105,2023-04-18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,5.0,9.0,12.0,4.0,8.0,5.0,14.0,11.0,5.0,11.0,12.0,6.0,5.0,0.0,121.0
106,2023-04-19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,10.0,11.0,9.0,15.0,13.0,8.0,2.0,8.0,14.0,7.0,13.0,16.0,6.0,0.0,144.0
107,2023-04-20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,5.0,5.0,10.0,14.0,8.0,13.0,10.0,9.0,13.0,9.0,10.0,7.0,10.0,0.0,133.0
108,2023-04-21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,15.0,4.0,8.0,13.0,11.0,12.0,12.0,26.0,19.0,11.0,20.0,13.0,5.0,7.0,184.0
109,2023-04-22,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,5.0,7.0,7.0,11.0,14.0,8.0,13.0,12.0,14.0,17.0,12.0,13.0,13.0,14.0,172.0
110,2023-04-23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,17.0,9.0,9.0,7.0,7.0,0.0,62.0
111,2023-04-24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,7.0,7.0,11.0,16.0,7.0,9.0,14.0,8.0,12.0,14.0,12.0,13.0,4.0,0.0,152.0
112,2023-04-25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,8.0,12.0,11.0,8.0,11.0,9.0,7.0,11.0,7.0,13.0,11.0,11.0,4.0,0.0,131.0
113,2023-04-26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,5.0,13.0,4.0,9.0,10.0,5.0,8.0,12.0,12.0,7.0,16.0,7.0,3.0,0.0,121.0
114,2023-04-27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,7.0,10.0,13.0,13.0,10.0,5.0,12.0,22.0,26.0,12.0,16.0,7.0,16.0,4.0,191.0
115,2023-04-28,10,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,4.0,9.0,10.0,12.0,10.0,9.0,13.0,14.0,25.0,13.0,21.0,20.0,12.0,12.0,207.0
116,2023-04-29,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,9.0,19.0,9.0,18.0,7.0,3.0,2.0,14.0,4.0,24.0,13.0,9.0,9.0,9.0,160.0
117,2023-04-30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,13.0,19.0,19.0,3.0,1.0,68.0
118,2023-05-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,10.0,18.0,10.0,10.0,4.0,0.0,65.0
119,2023-05-02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,0.0,9.0,12.0,10.0,9.0,8.0,5.0,7.0,6.0,13.0,7.0,6.0,3.0,0.0,109.0
120,2023-05-03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,3.0,11.0,12.0,15.0,10.0,13.0,7.0,13.0,18.0,7.0,5.0,4.0,2.0,0.0,131.0
121,2023-05-04,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,7.0,17.0,12.0,8.0,4.0,9.0,14.0,15.0,14.0,15.0,22.0,12.0,10.0,2.0,171.0
122,2023-05-05,2,0.0,0.0,0.0,0.0,6.0,0.0,0.0,9.0,6.0,7.0,6.0,7.0,17.0,11.0,3.0,7.0,8.0,5.0,7.0,9.0,12.0,12.0,4.0,138.0
123,2023-05-06,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,9.0,12.0,9.0,10.0,13.0,13.0,15.0,13.0,10.0,10.0,12.0,12.0,7.0,155.0
124,2023-05-07,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,12.0,16.0,19.0,8.0,8.0,0.0,77.0
125,2023-05-08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,4.0,7.0,12.0,11.0,10.0,5.0,15.0,11.0,19.0,11.0,8.0,6.0,4.0,0.0,137.0
126,2023-05-09,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,2.0,13.0,13.0,11.0,5.0,15.0,7.0,16.0,6.0,17.0,18.0,14.0,7.0,0.0,161.0
127,2023-05-10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,6.0,10.0,12.0,11.0,10.0,12.0,9.0,14.0,10.0,8.0,10.0,9.0,2.0,0.0,137.0
128,2023-05-11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,8.0,7.0,14.0,18.0,6.0,6.0,11.0,26.0,9.0,16.0,10.0,9.0,12.0,0.0,164.0
129,2023-05-12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,6.0,6.0,13.0,20.0,11.0,10.0,12.0,11.0,17.0,14.0,16.0,18.0,6.0,12.0,184.0
130,2023-05-13,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,12.0,13.0,5.0,4.0,7.0,10.0,10.0,12.0,8.0,22.0,12.0,14.0,8.0,156.0
131,2023-05-14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0,9.0,11.0,9.0,5.0,2.0,61.0
132,2023-05-15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,6.0,4.0,11.0,14.0,13.0,11.0,17.0,17.0,15.0,10.0,13.0,8.0,8.0,0.0,159.0
133,2023-05-16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,8.0,9.0,14.0,8.0,11.0,4.0,4.0,21.0,17.0,16.0,14.0,10.0,6.0,0.0,153.0
134,2023-05-17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,5.0,11.0,8.0,13.0,14.0,18.0,10.0,22.0,14.0,16.0,20.0,13.0,9.0,0.0,189.0
135,2023-05-18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,2.0,5.0,8.0,15.0,13.0,11.0,13.0,15.0,12.0,14.0,13.0,20.0,8.0,5.0,173.0
136,2023-05-19,4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,9.0,6.0,14.0,12.0,11.0,9.0,11.0,18.0,13.0,8.0,9.0,13.0,10.0,4.0,167.0
137,2023-05-20,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,6.0,11.0,8.0,14.0,6.0,12.0,9.0,7.0,15.0,8.0,14.0,6.0,8.0,134.0
138,2023-05-21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,12.0,9.0,12.0,3.0,0.0,50.0
139,2023-05-22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,6.0,8.0,7.0,15.0,9.0,19.0,11.0,13.0,11.0,19.0,9.0,13.0,10.0,0.0,164.0
140,2023-05-23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,11.0,3.0,9.0,13.0,8.0,10.0,17.0,13.0,17.0,9.0,18.0,9.0,7.0,1.0,158.0
141,2023-05-24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,11.0,3.0,17.0,9.0,10.0,12.0,8.0,3.0,10.0,9.0,16.0,10.0,2.0,4.0,133.0
142,2023-05-25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,2.0,9.0,0.0,0.0,0.0,8.0,12.0,6.0,16.0,14.0,12.0,0.0,93.0
143,2023-05-26,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,7.0,7.0,6.0,3.0,5.0,10.0,12.0,19.0,10.0,12.0,10.0,12.0,5.0,125.0
144,2023-05-27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.0,8.0,4.0,8.0,5.0,7.0,15.0,6.0,7.0,11.0,10.0,8.0,6.0,111.0
145,2023-05-28,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,14.0,10.0,8.0,4.0,0.0,52.0
146,2023-05-29,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,4.0,6.0,15.0,8.0,1.0,6.0,8.0,17.0,12.0,9.0,8.0,5.0,8.0,0.0,116.0
147,2023-05-30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,4.0,4.0,13.0,13.0,9.0,9.0,9.0,11.0,16.0,11.0,16.0,19.0,12.0,0.0,162.0
148,2023-05-31,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,8.0,9.0,7.0,20.0,12.0,14.0,9.0,21.0,10.0,12.0,11.0,18.0,14.0,1.0,179.0
149,2023-06-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,9.0,10.0,7.0,14.0,9.0,10.0,8.0,17.0,17.0,10.0,10.0,11.0,5.0,0.0,154.0
150,2023-06-02,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,3.0,11.0,15.0,15.0,15.0,7.0,16.0,11.0,15.0,22.0,10.0,14.0,21.0,8.0,201.0
151,2023-06-03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,8.0,11.0,16.0,3.0,7.0,17.0,14.0,8.0,14.0,14.0,12.0,21.0,10.0,178.0
152,2023-06-04,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,8.0,7.0,5.0,0.0,37.0
153,2023-06-05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,10.0,9.0,11.0,14.0,11.0,7.0,3.0,15.0,16.0,12.0,17.0,7.0,12.0,0.0,161.0
154,2023-06-06,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,10.0,13.0,16.0,11.0,16.0,7.0,15.0,11.0,20.0,11.0,12.0,10.0,11.0,0.0,171.0
155,2023-06-07,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,7.0,6.0,9.0,11.0,18.0,8.0,13.0,19.0,18.0,6.0,15.0,17.0,8.0,0.0,170.0
156,2023-06-08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,5.0,12.0,15.0,21.0,8.0,11.0,8.0,12.0,17.0,12.0,19.0,21.0,17.0,0.0,195.0
157,2023-06-09,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,7.0,12.0,11.0,15.0,8.0,11.0,5.0,16.0,19.0,15.0,13.0,25.0,10.0,3.0,186.0
158,2023-06-10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,7.0,10.0,11.0,12.0,8.0,7.0,12.0,6.0,16.0,11.0,12.0,9.0,6.0,143.0
159,2023-06-11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,16.0,11.0,17.0,6.0,0.0,69.0
160,2023-06-12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,8.0,10.0,9.0,12.0,5.0,6.0,12.0,10.0,13.0,12.0,17.0,6.0,6.0,1.0,134.0
161,2023-06-13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,2.0,6.0,3.0,8.0,14.0,9.0,10.0,7.0,14.0,19.0,6.0,2.0,2.0,0.0,119.0
162,2023-06-14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,8.0,14.0,12.0,19.0,14.0,7.0,12.0,15.0,7.0,10.0,7.0,8.0,5.0,0.0,153.0
163,2023-06-15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,8.0,17.0,16.0,8.0,13.0,8.0,11.0,12.0,12.0,13.0,14.0,11.0,9.0,0.0,162.0
164,2023-06-16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,6.0,5.0,15.0,13.0,8.0,12.0,8.0,18.0,14.0,10.0,12.0,15.0,7.0,7.0,160.0
165,2023-06-17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,10.0,11.0,7.0,8.0,9.0,10.0,9.0,12.0,5.0,8.0,6.0,11.0,7.0,126.0
166,2023-06-18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,5.0,9.0,12.0,13.0,1.0,54.0
167,2023-06-19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,8.0,9.0,7.0,2.0,12.0,2.0,8.0,9.0,11.0,4.0,4.0,0.0,88.0
168,2023-06-20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,7.0,5.0,8.0,1.0,0.0,5.0,7.0,5.0,6.0,2.0,2.0,0.0,56.0
169,2023-06-21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,6.0,10.0,10.0,11.0,10.0,11.0,1.0,7.0,11.0,14.0,8.0,8.0,11.0,0.0,134.0
170,2023-06-22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,7.0,5.0,8.0,2.0,4.0,9.0,11.0,10.0,11.0,6.0,7.0,9.0,6.0,0.0,98.0
171,2023-06-23,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,3.0,11.0,8.0,18.0,7.0,11.0,8.0,22.0,15.0,10.0,10.0,14.0,9.0,13.0,173.0
172,2023-06-24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,6.0,12.0,10.0,9.0,10.0,4.0,8.0,8.0,14.0,10.0,12.0,7.0,18.0,5.0,138.0
173,2023-06-25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,7.0,8.0,6.0,8.0,8.0,0.0,54.0
174,2023-06-26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,10.0,7.0,18.0,14.0,9.0,10.0,10.0,14.0,6.0,16.0,6.0,5.0,4.0,0.0,143.0
175,2023-06-27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,8.0,11.0,10.0,13.0,6.0,4.0,7.0,10.0,9.0,6.0,7.0,9.0,2.0,0.0,109.0
176,2023-06-28,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,13.0,4.0,4.0,11.0,13.0,12.0,14.0,15.0,13.0,8.0,6.0,16.0,7.0,0.0,149.0
177,2023-06-29,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,8.0,5.0,14.0,5.0,11.0,7.0,11.0,7.0,18.0,9.0,6.0,8.0,5.0,0.0,127.0
178,2023-06-30,9,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,5.0,8.0,8.0,9.0,6.0,6.0,9.0,18.0,18.0,14.0,14.0,17.0,9.0,1.0,161.0
